time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1991-07-11T00:26:12.700Z,36.147,-83.764,6.9,1.7,md,,156,0.08094,0.1,se,se61139,2022-06-28T14:36:38.155Z,"4 km SE of Plainview, Tennessee",earthquake,,2.3,,,reviewed,se,se
1991-07-14T07:31:56.200Z,35.555,-84.417,13.8,1.1,md,,70,0.19785,0.2,se,se61140,2022-06-28T14:36:39.613Z,"6 km NW of Madisonville, Tennessee",earthquake,,0.6,,,reviewed,se,se
1991-07-18T09:31:16.700Z,34.984,-84.821,7,1.8,md,,139,0.28778,0.2,se,se61141,2022-06-28T14:36:40.685Z,"12 km ENE of Cohutta, Georgia",earthquake,,1.1,,,reviewed,se,se
1991-07-26T04:21:45.400Z,36.885,-83.847,6.3,1.8,md,,250,0.68348,0.3,se,se61144,2022-06-28T14:36:47.943Z,"4 km ENE of Barbourville, Kentucky",earthquake,,2.2,,,reviewed,se,se
1991-07-29T15:33:21.600Z,35.133,-84.825,13.2,1.8,md,,72,0.17087,0.2,se,se61145,2022-06-28T14:36:49.063Z,"Tennessee",earthquake,,0.7,,,reviewed,se,se
1991-07-31T07:44:14.100Z,35.014,-84.36,11.4,0.4,md,,132,0.29678,0.2,se,se61146,2022-06-28T14:36:54.990Z,"2 km NNE of Copperhill, Tennessee",earthquake,,2.1,,,reviewed,nm,nm
1991-08-17T17:59:09.200Z,34.914,-85.483,21.4,2.7,md,,106,0.12591,0.2,se,se61147,2022-06-28T14:36:56.220Z,"5 km NNE of Trenton, Georgia",earthquake,,0.8,,,reviewed,se,se
1991-08-18T15:32:16.800Z,35.473,-84.072,14.9,0.4,md,,192,0.22483,0.1,se,se61148,2022-06-28T14:37:01.342Z,"20 km SE of Vonore, Tennessee",earthquake,,2.5,,,reviewed,nm,nm
1991-08-18T19:41:35.000Z,35.011,-84.376,6.3,0.1,md,,250,0.28778,0.2,se,se61149,2022-06-28T14:37:06.706Z,"2 km N of Copperhill, Tennessee",earthquake,,99,,,reviewed,nm,nm
1991-09-08T22:14:20.000Z,36.154,-83.779,9.1,1.7,md,,63,0.07195,0.2,se,se61151,2022-06-28T14:37:09.152Z,"2 km SSE of Plainview, Tennessee",earthquake,,1,,,reviewed,se,se
1991-09-24T07:21:07.000Z,35.701,-84.117,13.3,3,mb_lg,,58,0.08094,0.3,se,se61156,2022-06-28T14:37:18.616Z,"6 km NE of Greenback, Tennessee",earthquake,,0.4,,,reviewed,se,us
1991-10-03T02:34:09.400Z,34.64,-85.298,15.3,0.1,md,,240,0.14389,0.2,se,se61158,2022-06-28T14:37:20.811Z,"7 km SSW of LaFayette, Georgia",earthquake,,3.6,,,reviewed,se,se
1991-10-09T01:29:23.300Z,34.895,-85.327,6.5,0.4,md,,165,0.29678,0.1,se,se61160,2022-06-28T14:37:23.133Z,"4 km NW of Chickamauga, Georgia",earthquake,,6.8,,,reviewed,se,se
1991-10-09T04:27:51.200Z,34.92,-84.917,6.1,2.2,md,,132,0.20684,0.3,se,se61161,2022-06-28T14:37:24.267Z,"5 km SE of Cohutta, Georgia",earthquake,,1.1,,,reviewed,se,se
1991-10-14T11:10:37.600Z,35.578,-84.187,8.2,1.9,md,,126,0.08993,0.1,se,se61163,2022-06-28T14:37:26.484Z,"5 km ESE of Vonore, Tennessee",earthquake,,2.3,,,reviewed,nm,nm
1991-10-19T15:30:21.300Z,34.755,-85.184,12.5,2.5,md,,177,0.2608,0.2,se,se61164,2022-06-28T14:37:27.653Z,"10 km ENE of LaFayette, Georgia",earthquake,,0.6,,,reviewed,se,se
1991-10-21T01:10:47.900Z,34.719,-85.181,24.6,1.9,md,,167,0.2608,0.2,se,se61165,2022-06-28T14:37:28.856Z,"9 km E of LaFayette, Georgia",earthquake,,1.9,,,reviewed,se,se
1991-10-22T06:30:57.200Z,34.493,-85.46,8.4,2,md,,189,0.46765,0.2,se,se61166,2022-06-28T14:37:30.020Z,"1 km ENE of Menlo, Georgia",earthquake,,1.1,,,reviewed,se,se
1991-10-25T10:44:49.300Z,35.973,-83.675,5.7,1.7,md,,115,0.2608,0.3,se,se61167,2022-06-28T14:37:31.159Z,"10 km NNE of Seymour, Tennessee",earthquake,,2.5,,,reviewed,se,se
1991-10-27T01:41:05.500Z,35.007,-84.381,12.1,0.6,md,,243,0.27879,0.2,se,se61168,2022-06-28T14:37:32.370Z,"2 km NNW of Copperhill, Tennessee",earthquake,,2.4,,,reviewed,nm,nm
1991-10-28T10:46:20.900Z,35.615,-84.712,11.5,1.6,md,,87,0.29678,0.2,se,se61169,2022-06-28T14:37:33.548Z,"13 km NNE of Decatur, Tennessee",earthquake,,0.7,,,reviewed,se,se
1991-10-30T14:54:12.600Z,34.904,-84.713,8.1,3.1,md,,69,0.05396,0.3,se,se61170,2022-06-28T14:37:34.896Z,"9 km NNE of Eton, Georgia",earthquake,,0.4,,,reviewed,se,se
1991-11-03T06:53:02.800Z,35.454,-84.239,11.3,1.4,md,,87,0.21584,0.1,se,se61172,2022-06-28T14:37:37.324Z,"11 km NNE of Tellico Plains, Tennessee",earthquake,,1.5,,,reviewed,se,se
1991-11-03T07:05:59.900Z,35.445,-84.228,9,1.1,md,,130,0.22483,0.1,se,se61173,2022-06-28T14:37:38.582Z,"10 km NNE of Tellico Plains, Tennessee",earthquake,,2.1,,,reviewed,se,se
1991-11-10T09:54:42.100Z,34.75,-85.365,1.9,1.9,md,,131,0.15288,0.2,se,se61175,2022-06-28T14:37:50.449Z,"8 km WNW of Linwood, Georgia",earthquake,,1,,,reviewed,se,se
1991-11-11T23:06:04.600Z,35.558,-84.484,10,1.3,md,,84,0.23382,0.1,se,se61176,2022-06-28T14:37:52.299Z,"5 km SSW of Sweetwater, Tennessee",earthquake,,1.7,,,reviewed,se,se
1991-11-15T08:52:13.800Z,35.344,-84.109,6.9,1.8,md,,72,0.28778,0.1,se,se61177,2022-06-28T14:37:57.874Z,"16 km E of Tellico Plains, Tennessee",earthquake,,4.8,,,reviewed,se,se
1991-11-21T05:09:42.800Z,35.298,-85.535,10.7,2,md,,86,0.2608,0.2,se,se61180,2022-06-28T14:38:03.028Z,"6 km SSE of Palmer, Tennessee",earthquake,,1,,,reviewed,se,se
1991-11-21T05:12:01.900Z,35.476,-84.35,9.5,2.2,md,,60,0.17087,0.3,se,se61181,2022-06-28T14:38:08.096Z,"5 km SSE of Madisonville, Tennessee",earthquake,,0.6,,,reviewed,se,se
1991-11-22T05:33:41.300Z,35.461,-84.274,13.7,2.2,md,,120,0.19785,0.2,se,se61182,2022-06-28T14:38:09.594Z,"10 km SE of Madisonville, Tennessee",earthquake,,1.3,,,reviewed,se,se
1991-11-24T23:43:34.500Z,35.867,-83.865,19.1,1.6,md,,157,0.22483,0.1,se,se61183,2022-06-28T14:38:10.922Z,"7 km N of Wildwood, Tennessee",earthquake,,3.9,,,reviewed,se,se
1991-11-25T07:41:06.200Z,36.117,-83.743,13.3,1.7,md,,227,0.11691,0.1,se,se61184,2022-06-28T14:38:12.506Z,"5 km SW of Blaine, Tennessee",earthquake,,1.4,,,reviewed,se,se
1991-11-25T20:15:51.900Z,35.458,-85.008,6.6,2.3,md,,94,0.20684,0.2,se,se61185,2022-06-28T14:38:14.041Z,"4 km S of Dayton, Tennessee",earthquake,,1.8,,,reviewed,se,se
1991-12-01T22:39:06.700Z,34.963,-84.962,14.7,2.7,md,,79,0.18886,0.2,se,se61186,2022-06-28T14:38:20.337Z,"0 km WNW of Cohutta, Georgia",earthquake,,0.6,,,reviewed,se,se
1991-12-03T15:15:20.600Z,35.584,-84.108,10,1.3,md,,65,0.11691,0.2,se,se61187,2022-06-28T14:38:22.511Z,"10 km SE of Greenback, Tennessee",earthquake,,1.8,,,reviewed,se,se
1991-12-05T16:10:30.800Z,35.583,-84.118,12,2.2,md,,67,0.10792,0.2,se,se61188,2022-06-28T14:38:24.123Z,"Tennessee",earthquake,,0.8,,,reviewed,se,se
1991-12-10T22:09:53.700Z,35.542,-85.193,10.5,2.5,md,,65,0.34174,0.2,se,se61190,2022-06-28T14:38:27.092Z,"7 km S of Pikeville, Tennessee",earthquake,,1,,,reviewed,se,se
1991-12-14T02:15:50.400Z,35.76,-84.242,15.3,1.8,md,,73,0.09893,0.1,se,se61191,2022-06-28T14:38:28.707Z,"4 km ESE of Huntsville, Tennessee",earthquake,,0.9,,,reviewed,se,se
1991-12-22T02:56:10.800Z,35.364,-84.781,11.8,2,md,,72,0.16188,0.1,se,se61192,2022-06-28T14:38:30.401Z,"8 km NNW of Calhoun, Tennessee",earthquake,,0.5,,,reviewed,se,se
1991-12-27T20:01:03.700Z,35.208,-84.76,17.1,1.7,md,,123,0.17986,0,se,se61193,2022-06-28T14:38:31.949Z,"8 km S of Charleston, Tennessee",earthquake,,2,,,reviewed,se,se
1991-12-29T04:22:55.600Z,35.049,-84.692,9.8,1.7,md,,220,0.18886,0,se,se61194,2022-06-28T14:38:33.272Z,"14 km SSW of Benton, Tennessee",earthquake,,74.9,,,reviewed,nm,nm
1992-01-03T04:59:54.700Z,36.779,-83.04,9.7,2.4,md,,203,0.5306,0.1,se,se61196,2022-06-28T14:38:36.070Z,"2 km NNW of Pennington Gap, Virginia",earthquake,,1.9,,,reviewed,nm,nm
1992-01-04T02:01:22.200Z,36.277,-83.521,5.7,2,md,,89,0.29678,0.2,se,se61197,2022-06-28T14:38:37.361Z,"0 km SW of Rutledge, Tennessee",earthquake,,1.5,,,reviewed,nm,nm
1992-02-14T10:36:03.500Z,35.279,-84.621,16.6,1.5,md,,143,0.14389,0.1,se,se61210,2022-06-28T14:38:53.431Z,"10 km WSW of Etowah, Tennessee",earthquake,,1.4,,,reviewed,nm,nm
1992-03-07T10:30:43.700Z,35.982,-83.944,10.1,1.8,md,,81,0.23382,0.2,se,se61214,2022-06-28T14:39:02.585Z,"3 km NW of Knoxville, Tennessee",earthquake,,1.1,,,reviewed,se,se
1992-03-12T18:41:58.100Z,35.313,-83.638,4.9,1.7,md,,79,0.06295,0.2,se,se61216,2022-06-28T14:39:05.407Z,"15 km E of Robbinsville, North Carolina",earthquake,,1.6,,,reviewed,nm,nm
1992-03-13T22:49:41.100Z,35.528,-84.397,14.7,2.2,md,,50,0.20684,0.3,se,se61217,2022-06-28T14:39:06.712Z,"3 km WNW of Madisonville, Tennessee",earthquake,,1.9,,,reviewed,nm,nm
1992-03-17T08:47:22.800Z,35.227,-84.863,14.6,1.1,md,,233,0.30577,0.1,se,se61218,2022-06-28T14:39:08.031Z,"2 km ESE of Hopewell, Tennessee",earthquake,,2.5,,,reviewed,se,se
1992-03-18T01:45:40.600Z,35.871,-83.664,16.8,1.1,md,,88,0.23382,0.2,se,se61220,2022-06-28T14:39:15.414Z,"5 km ESE of Seymour, Tennessee",earthquake,,1.7,,,reviewed,se,se
1992-03-21T07:23:31.400Z,35.817,-84.258,10.4,1.3,md,,70,0.09893,0.1,se,se61221,2022-06-28T14:39:17.231Z,"2 km N of Lenoir City, Tennessee",earthquake,,0.6,,,reviewed,se,se
1992-03-23T08:47:36.400Z,35.933,-84.017,13.4,1.4,md,,73,0.23382,0.2,se,se61223,2022-06-28T14:39:24.472Z,"9 km WSW of Knoxville, Tennessee",earthquake,,0.6,,,reviewed,se,se
1992-03-30T09:20:30.200Z,35.516,-85.082,18.5,0.5,md,,204,0.28778,0.1,se,se61225,2022-06-28T14:39:31.543Z,"6 km WNW of Dayton, Tennessee",earthquake,,2,,,reviewed,nm,nm
1992-04-02T11:17:10.400Z,35.366,-84.66,20.1,1.9,md,,56,0.16188,0.1,se,se61226,2022-06-28T14:39:33.101Z,"3 km SE of Riceville, Tennessee",earthquake,,0.5,,,reviewed,nm,nm
1992-04-25T20:01:59.100Z,34.904,-84.686,6.6,1.7,md,,114,0.04497,0.3,se,se61231,2022-06-28T14:39:43.786Z,"11 km NE of Eton, Georgia",earthquake,,0.9,,,reviewed,nm,nm
1992-04-26T04:17:02.400Z,34.736,-85.148,22,1,md,,176,0.12591,0.1,se,se61232,2022-06-28T14:39:45.252Z,"12 km ENE of LaFayette, Georgia",earthquake,,1.4,,,reviewed,se,se
1992-05-05T01:29:56.200Z,35.247,-84.527,15.5,2.7,md,,103,0.31476,0.2,se,se61235,2022-06-28T14:39:49.461Z,"8 km S of Etowah, Tennessee",earthquake,,7.7,,,reviewed,nm,nm
1992-06-07T09:55:54.900Z,35.129,-83.502,10,1.9,md,,158,0.35973,0,se,se61241,2022-06-28T14:39:57.918Z,"12 km WSW of Franklin, North Carolina",earthquake,,99,,,reviewed,nm,nm
1992-06-14T11:27:39.800Z,36.137,-83.951,13.8,2.3,md,,75,0.10792,0.1,se,se61242,2022-06-28T14:40:03.398Z,"10 km SE of Andersonville, Tennessee",earthquake,,0.4,,,reviewed,se,se
1992-06-28T05:21:45.800Z,36.672,-83.636,14.5,2,md,,186,0.42268,0.2,se,se61244,2022-06-28T14:40:15.327Z,"8 km NNE of Cumberland Gap, Tennessee",earthquake,,3.6,,,reviewed,nm,nm
1992-06-28T14:29:10.500Z,34.751,-85.282,7.9,0.8,md,,200,0.19785,0.1,se,se61245,2022-06-28T14:40:17.000Z,"Alabama",earthquake,,1.8,,,reviewed,se,se
1992-07-04T16:23:18.900Z,36.161,-83.706,16.9,2,md,,118,0.11691,0.2,se,se61248,2022-06-28T14:40:35.011Z,"0 km NNW of Blaine, Tennessee",earthquake,,1,,,reviewed,nm,nm
1992-07-06T10:09:41.800Z,35.505,-84.244,13.9,0.4,md,,360,0.25181,0.1,se,se61249,2022-06-28T14:40:36.526Z,"9 km S of Vonore, Tennessee",earthquake,,4.9,,,reviewed,nm,nm
1992-07-09T01:33:56.100Z,35.556,-84.37,16.1,1.2,md,,213,0.17087,0,se,se61250,2022-06-28T14:40:37.974Z,"4 km N of Madisonville, Tennessee",earthquake,,0.3,,,reviewed,nm,nm
1992-07-16T00:58:03.500Z,34.876,-84.915,24.2,1.3,md,,306,0.19785,0.1,se,se61252,2022-06-28T14:40:44.697Z,"6 km ESE of Varnell, Georgia",earthquake,,1.8,,,reviewed,nm,nm
1992-07-19T05:02:42.400Z,35.949,-84.501,24.5,1.3,md,,99,0.16188,0.1,se,se61253,2022-06-28T14:40:46.306Z,"4 km ENE of Harriman, Tennessee",earthquake,,1,,,reviewed,se,se
1992-08-01T09:19:45.500Z,35.372,-85.212,12.6,0.3,md,,291,0.52161,0.1,se,se61254,2022-06-28T14:40:47.951Z,"4 km NNW of Flat Top Mountain, Tennessee",earthquake,,24.9,,,reviewed,nm,nm
1992-08-02T10:36:21.000Z,34.245,-84.322,0.7,1.7,md,,360,0.68348,0.2,se,se61255,2022-06-28T14:40:49.586Z,"11 km SSE of Ball Ground, Georgia",earthquake,,22.6,,,reviewed,nm,nm
1992-08-03T11:34:28.200Z,34.821,-85.167,16.2,1.4,md,,122,0.1349,0.2,se,se61256,2022-06-28T14:40:51.205Z,"11 km W of Tunnel Hill, Georgia",earthquake,,1.2,,,reviewed,se,se
1992-08-05T03:42:50.800Z,35.686,-84.396,16.8,0.2,md,,270,0.15288,0.1,se,se61257,2022-06-28T14:40:56.509Z,"1 km NE of Philadelphia, Tennessee",earthquake,,3.6,,,reviewed,nm,nm
1992-08-08T03:51:41.900Z,34.588,-85.443,12.9,2,md,,177,0.04497,0.2,se,se61258,2022-06-28T14:40:57.962Z,"11 km NNE of Menlo, Georgia",earthquake,,0.4,,,reviewed,se,se
1992-08-12T04:16:53.500Z,35.292,-84.301,22.6,0.9,md,,86,0.1349,0.1,se,se61260,2022-06-28T14:41:01.157Z,"7 km S of Tellico Plains, Tennessee",earthquake,,0.7,,,reviewed,nm,nm
1992-09-26T19:16:49.600Z,35.947,-84.403,6.8,1.5,md,,114,0.08993,0.2,se,se61267,2022-06-28T14:41:10.920Z,"9 km S of Coalfield, Tennessee",earthquake,,1,,,reviewed,se,se
1992-10-20T02:11:59.600Z,36.385,-84.068,12.5,1.7,md,,160,0.2608,0.1,se,se61270,2022-06-28T14:41:27.560Z,"Kentucky-Tennessee border region",earthquake,,0.7,,,reviewed,se,se
1992-10-21T17:44:45.600Z,35.528,-84.475,18.4,1.7,md,,193,0.20684,0.2,se,se61271,2022-06-28T14:41:28.721Z,"6 km ENE of Niota, Tennessee",earthquake,,1.2,,,reviewed,se,se
1992-10-24T12:27:58.100Z,34.72,-84.958,9.9,1.7,md,,143,0.2608,0.2,se,se61272,2022-06-28T14:41:29.870Z,"5 km SSE of Dalton, Georgia",earthquake,,1.1,,,reviewed,se,se
1992-10-25T14:48:44.600Z,35.168,-84.436,5.7,1.9,md,,80,0.35973,0.2,se,se61273,2022-06-28T14:41:31.526Z,"15 km NNW of Ducktown, Tennessee",earthquake,,1.3,,,reviewed,se,se
1992-11-10T12:03:48.600Z,35.575,-84.508,11.8,2.4,md,,59,0.18886,0.4,se,se61278,2022-06-28T14:41:41.613Z,"5 km SW of Sweetwater, Tennessee",earthquake,,0.7,,,reviewed,se,se
1992-11-10T17:16:46.800Z,35.644,-84.132,10.2,3,md,,74,0.28778,0.3,se,se61279,2022-06-28T14:41:42.718Z,"4 km ESE of Greenback, Tennessee",earthquake,,0.6,,,reviewed,se,se
1992-11-18T09:37:07.100Z,36.078,-83.793,5.9,1.1,md,,103,0.12591,0.2,se,se61281,2022-06-28T14:41:45.077Z,"4 km WNW of Mascot, Tennessee",earthquake,,4,,,reviewed,se,se
1992-12-11T04:39:33.300Z,34.763,-85.33,7.4,1,md,,166,0.17986,0.1,se,se61284,2022-06-28T14:41:48.435Z,"6 km NW of Linwood, Georgia",earthquake,,1.8,,,reviewed,se,se
1992-12-14T08:55:02.000Z,35.122,-85.548,7.4,1.5,md,,129,0.28778,0.1,se,se61286,2022-06-28T14:41:50.816Z,"8 km NE of Jasper, Tennessee",earthquake,,1.7,,,reviewed,se,se
1992-12-18T02:44:55.400Z,35.357,-84.683,20.3,0.8,md,,258,0.16188,0.1,se,se61287,2022-06-28T14:41:52.012Z,"3 km SSE of Riceville, Tennessee",earthquake,,1.5,,,reviewed,se,se
1992-12-30T08:28:24.900Z,35.56,-84.393,10.8,1.2,md,,158,0.27879,0.4,se,se61289,2022-06-28T14:41:55.712Z,"5 km NNW of Madisonville, Tennessee",earthquake,,1.2,,,reviewed,se,se
1993-01-08T21:19:25.500Z,35.165,-84.606,13.2,1.6,md,,179,0.31476,0.2,se,se61292,2022-06-28T14:41:58.113Z,"4 km ESE of Benton, Tennessee",earthquake,,0.6,,,reviewed,se,se
1993-01-15T02:02:50.900Z,35.039,-85.025,8.1,3.1,mb_lg,,136,0.21584,0.3,se,se61293,2022-06-28T14:41:59.281Z,"1 km N of Apison, Tennessee",earthquake,,0.5,,,reviewed,se,us
1993-01-15T05:45:17.000Z,35.104,-85.082,2.7,1.7,md,,201,0.17087,0.2,se,se61294,2022-06-28T14:42:00.384Z,"3 km NNW of Ooltewah, Tennessee",earthquake,,1,,,reviewed,se,se
1993-01-28T01:51:40.200Z,35.149,-84.251,5,1.5,md,,103,0.44966,0.2,se,se61296,2022-06-28T14:42:03.752Z,"17 km NE of Ducktown, Tennessee",earthquake,,3.2,,,reviewed,se,se
1993-02-13T11:35:54.800Z,35.346,-84.49,13.1,1,md,,225,0.2608,0.1,se,se61298,2022-06-28T14:42:06.181Z,"4 km NE of Etowah, Tennessee",earthquake,,0.5,,,reviewed,se,se
1993-02-20T01:10:13.300Z,36.288,-83.654,7.7,1.9,md,,142,0.3957,0.2,se,se61300,2022-06-28T14:42:08.585Z,"12 km W of Rutledge, Tennessee",earthquake,,1.1,,,reviewed,se,se
1993-03-12T09:56:38.100Z,35.715,-84.466,3.9,1.8,md,,122,0.23382,0.2,se,se61304,2022-06-28T14:42:13.268Z,"6 km NW of Philadelphia, Tennessee",earthquake,,0.8,,,reviewed,se,se
1993-03-22T14:10:24.800Z,35.491,-84.449,10.6,2.1,md,,66,0.22483,0.2,se,se61311,2022-06-28T14:42:49.490Z,"8 km NNE of Englewood, Tennessee",earthquake,,1,,,reviewed,se,se
1993-04-15T06:34:56.400Z,35.867,-83.62,16.5,1.3,md,,239,0.24282,0.1,se,se61318,2022-06-28T14:43:06.454Z,"5 km W of Sevierville, Tennessee",earthquake,,4,,,reviewed,se,se
1993-05-05T04:57:16.000Z,34.774,-85.269,7.5,1.1,md,,149,0.22483,0.1,se,se61320,2022-06-28T14:43:08.486Z,"7 km NNE of Linwood, Georgia",earthquake,,1.8,,,reviewed,se,se
1993-05-19T10:31:18.200Z,35.505,-84.89,22.7,2.3,md,,72,0.1349,0.1,se,se61321,2022-06-28T14:43:09.521Z,"9 km W of Decatur, Tennessee",earthquake,,1.7,,,reviewed,se,se
1993-05-19T10:37:57.800Z,35.518,-84.895,15.2,1.4,md,,137,0.1349,0.2,se,se61322,2022-06-28T14:43:11.036Z,"9 km W of Decatur, Tennessee",earthquake,,1.1,,,reviewed,se,se
1993-05-25T01:10:59.800Z,34.951,-85.036,11.6,1.2,md,,173,0.30577,0.2,se,se61325,2022-06-28T14:43:18.401Z,"7 km W of Cohutta, Georgia",earthquake,,1.8,,,reviewed,se,se
1993-06-07T10:35:06.000Z,35.03,-85.517,12.6,1.6,md,,122,0.36872,0.2,se,se61326,2022-06-28T14:43:24.227Z,"Tennessee",earthquake,,0.9,,,reviewed,se,se
1993-06-23T08:36:22.200Z,34.793,-85.28,14.5,0.6,md,,193,0.23382,0.1,se,se61328,2022-06-28T14:43:36.399Z,"8 km S of Chickamauga, Georgia",earthquake,,5.8,,,reviewed,se,se
1993-07-28T03:58:25.000Z,35.928,-84.433,23.5,1.4,md,,112,0.10792,0.1,se,se61334,2022-06-28T14:43:57.223Z,"8 km NE of Kingston, Tennessee",earthquake,,1.2,,,reviewed,se,se
1993-07-28T04:15:51.700Z,35.259,-84.43,13,2.4,md,,80,0.35074,0.2,se,se61335,2022-06-28T14:44:02.783Z,"11 km SE of Etowah, Tennessee",earthquake,,0.7,,,reviewed,se,se
1993-08-01T08:49:43.200Z,36.033,-83.487,0.9,1.8,md,,138,0.67449,0.4,se,se61337,2022-06-28T14:44:14.360Z,"6 km WNW of Dandridge, Tennessee",earthquake,,1.5,,,reviewed,se,se
1993-08-14T08:55:33.800Z,34.723,-85.291,4.4,0.8,md,,206,0.17986,0.1,se,se61341,2022-06-28T14:44:36.734Z,"1 km N of Linwood, Georgia",earthquake,,6.7,,,reviewed,se,se
1993-08-15T01:46:34.300Z,34.701,-84.426,10,1.5,md,,329,0.2608,0,se,se61342,2022-06-28T14:44:38.105Z,"4 km ENE of East Ellijay, Georgia",earthquake,,99,,,reviewed,nm,nm
1993-09-06T11:48:20.100Z,35.664,-84.149,7,1.7,md,,163,0.27879,0.3,se,se61346,2022-06-28T14:44:57.071Z,"2 km E of Greenback, Tennessee",earthquake,,0.8,,,reviewed,se,se
1993-09-08T07:41:13.000Z,34.705,-85.268,13,0.8,md,,211,0.18886,0.1,se,se61347,2022-06-28T14:45:02.519Z,"1 km E of LaFayette, Georgia",earthquake,,2.1,,,reviewed,se,se
1993-09-14T03:10:23.800Z,34.071,-84.195,17.7,1.1,md,,284,1.1961,0.4,se,se61348,2022-06-28T14:45:08.883Z,"4 km N of Johns Creek, Georgia",earthquake,,2.5,,,reviewed,se,se
1993-10-03T06:24:58.000Z,36.892,-83.763,21,0.5,md,,201,0.69248,0.2,se,se61350,2022-06-28T14:45:16.494Z,"7 km N of Flat Lick, Kentucky",earthquake,,6.4,,,reviewed,se,se
1993-10-06T00:42:48.500Z,35.459,-84.957,21.9,1.4,md,,117,0.19785,0.1,se,se61353,2022-06-28T14:45:24.555Z,"6 km SE of Dayton, Tennessee",earthquake,,2.2,,,reviewed,se,se
1993-11-16T06:25:07.800Z,34.773,-85.307,9.5,2.6,md,,89,0.20684,0.2,se,se61359,2022-06-28T14:45:54.829Z,"6 km NNW of Linwood, Georgia",earthquake,,0.7,,,reviewed,se,se
1993-11-16T06:32:09.500Z,34.773,-85.321,7.8,1.9,md,,180,0.19785,0.2,se,se61360,2022-06-28T14:46:00.389Z,"7 km NNW of Linwood, Georgia",earthquake,,1.5,,,reviewed,se,se
1993-12-29T02:48:54.400Z,35.064,-85.446,18.8,1.6,md,,182,0.35973,0.1,se,se61366,2022-06-28T14:46:23.481Z,"11 km SW of Signal Mountain, Tennessee",earthquake,,1.8,,,reviewed,se,se
1993-12-31T10:54:23.400Z,35.622,-84.942,17.7,0.8,md,,87,0.20684,0.2,se,se61367,2022-06-28T14:46:29.676Z,"Tennessee",earthquake,,2.6,,,reviewed,se,se
1994-01-12T16:03:54.400Z,35.497,-84.483,8.2,1.8,md,,196,0.19785,0.5,se,se61368,2022-06-28T14:46:35.489Z,"5 km ESE of Niota, Tennessee",earthquake,,0.7,,,reviewed,se,se
1994-01-13T06:41:23.300Z,35.351,-84.732,13.6,0.1,md,,229,0.16188,0.1,se,se61369,2022-06-28T14:46:41.580Z,"5 km SW of Riceville, Tennessee",earthquake,,1.9,,,reviewed,se,se
1994-01-31T14:33:08.900Z,35.756,-84.599,10.2,2.3,md,,133,0.2608,0.3,se,se61372,2022-06-28T14:46:53.557Z,"14 km SSW of Midtown, Tennessee",earthquake,,0.9,,,reviewed,se,se
1994-02-01T16:17:52.600Z,36.073,-83.658,9.2,1.7,md,,153,0.19785,0.2,se,se61373,2022-06-28T14:46:54.654Z,"8 km E of Mascot, Tennessee",earthquake,,1.1,,,reviewed,se,se
1994-02-19T08:12:49.800Z,35.471,-85.121,18.5,1.3,md,,89,0.32376,0.1,se,se61375,2022-06-28T14:46:56.876Z,"4 km NW of Graysville, Tennessee",earthquake,,5.5,,,reviewed,se,se
1994-03-20T06:15:40.600Z,35.309,-84.755,23.7,2.5,md,,158,0.20684,0.4,se,se61378,2022-06-28T14:47:04.777Z,"1 km NNW of Calhoun, Tennessee",earthquake,,0.6,,,reviewed,se,se
1994-04-05T02:33:43.500Z,34.933,-85.477,11.9,2.3,md,,193,0.43167,0.2,se,se61379,2022-06-28T14:47:05.856Z,"7 km NNE of Trenton, Georgia",earthquake,,1,,,reviewed,se,se
1994-04-05T19:47:42.800Z,34.939,-85.497,4.8,1.9,md,,191,0.44067,0.2,se,se61380,2022-06-28T14:47:07.100Z,"7 km N of Trenton, Georgia",earthquake,,1.4,,,reviewed,se,se
1994-04-05T22:22:00.400Z,34.969,-85.491,24.3,3.2,mb_lg,,143,0.42268,0.3,se,se61381,2022-06-28T14:47:08.231Z,"10 km N of Trenton, Georgia",earthquake,,0.4,,,reviewed,se,us
1994-04-05T23:39:26.800Z,34.93,-85.478,9.5,1.5,md,,193,0.43167,0.2,se,se61382,2022-06-28T14:47:09.381Z,"7 km NNE of Trenton, Georgia",earthquake,,1.1,,,reviewed,se,se
1994-04-16T20:10:12.200Z,35.752,-83.968,1.8,1.5,md,,171,0.31476,0.3,se,se61385,2022-06-28T14:47:12.868Z,"0 km SSE of Maryville, Tennessee",earthquake,,1.4,,,reviewed,se,se
1994-04-18T22:21:26.000Z,35.987,-83.828,5.1,2.2,md,,129,0.21584,0.2,se,se61388,2022-06-28T14:47:16.472Z,"8 km ENE of Knoxville, Tennessee",earthquake,,1.3,,,reviewed,se,se
1994-05-01T03:03:41.200Z,35.054,-84.957,11.2,1.8,md,,187,0.10792,0.3,se,se61393,2022-06-28T14:47:22.316Z,"6 km ENE of Apison, Tennessee",earthquake,,0.7,,,reviewed,se,se
1994-05-17T11:13:49.600Z,35.328,-84.537,9.9,1.7,md,,195,0.24282,0.3,se,se61398,2022-06-28T14:47:36.793Z,"1 km WNW of Etowah, Tennessee",earthquake,,1.2,,,reviewed,se,se
